Make,Model,Year,Transmission Type,Color,Type,Location,Price
Lexus,RX 350,2014,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 26,500,000"
Toyota,Highlander Limited AWD,2020,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 65,000,000"
Toyota,Venza,2010,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 17,500,000"
Toyota,Tundra,2015,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 37,000,000"
Mercedes-Benz,GLE-Class GLE 350 4MATIC,2022,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 110,000,000"
Toyota,Highlander,2015,Automatic,Black,Local Used,"Lagos, Surulere","₦ 23,000,000"
Toyota,Camry,2013,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 13,500,000"
Mercedes-Benz,GLA-Class,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 27,000,000"
Mercedes-Benz,GLE-Class GLE 350d 4MATIC,2017,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 48,000,000"
Mercedes-Benz,E400,2014,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 29,500,000"
Mercedes-Benz,GLA 250,2016,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Toyota,Highlander,2017,Automatic,Blue,Foreign Used,"Lagos, Maryland","₦ 39,500,000"
Mercedes-Benz,GLE-Class,2020,Automatic,White,Foreign Used,"Abuja, Wuse","₦ 110,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2013,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 21,300,000"
Mercedes-Benz,GLA 250,2016,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 32,000,000"
Mercedes-Benz,M Class,2014,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 31,000,000"
Lexus,ES 350,2008,Automatic,Burgundy,Foreign Used,"Lagos, Ikeja","₦ 14,000,000"
Toyota,Tundra,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Toyota,Sequoia,2010,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 25,000,000"
Mercedes-Benz,GLE-Class GLE 350,2017,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 47,000,000"
Toyota,,Highlander,Automatic,2018,Foreign Used,"Lagos, Surulere","₦ 37,000,000"
Toyota,Camry,2012,Automatic,Blue,Foreign Used,"Lagos, Kosofe","₦ 13,800,000"
Lexus,,RX,Automatic,2014,Foreign Used,"Lagos, Amuwo-Odofin","₦ 31,000,000"
Lexus,RX 350 AWD,2016,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 47,000,000"
Acura,MDX,2012,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 10,350,000"
Lexus,ES 350,2011,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 13,500,000"
Toyota,RAV4,2013,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 23,000,000"
Mercedes-Benz,C300,2011,Automatic,Red,Local Used,"Lagos, Surulere","₦ 10,800,000"
Mercedes-Benz,M Class,2015,Automatic,Black,Foreign Used,"Lagos, Surulere","₦ 28,500,000"
Mercedes-Benz,GLK-Class,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 22,000,000"
Lexus,RX,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,500,000"
Toyota,Camry,2012,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 12,700,000"
Mercedes-Benz,GLK-Class,2015,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 24,500,000"
Mercedes-Benz,C300,2011,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 12,800,000"
Lexus,GX,2015,Automatic,Black,Local Used,"Lagos, Maryland","₦ 44,500,000"
Mercedes-Benz,GLE-Class GLE 400 4MATIC,2019,Automatic,Silver,Foreign Used,"Lagos, Lekki","₦ 49,000,000"
Lexus,RX 330,2005,Automatic,Gold,Local Used,"Kwara, Ilorin West","₦ 8,620,000"
Lexus,ES,350,Automatic,2009,Foreign Used,"Lagos, Apapa","₦ 10,700,000"
Toyota,Camry,2014,Automatic,Blue,Foreign Used,"Lagos, Surulere","₦ 14,150,000"
Lexus,RX 350 F SPORT AWD,2013,Automatic,Black,Foreign Used,"Lagos, Isolo","₦ 32,000,000"
Mercedes-Benz,GLA 250,2016,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Mercedes-Benz,GLK-Class,2012,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 17,000,000"
Toyota,Highlander XLE,2019,Automatic,Burgundy,Foreign Used,"Lagos, Maryland","₦ 39,000,000"
Toyota,,Highlander,Automatic,2018,Foreign Used,"Lagos, Surulere","₦ 37,000,000"
Lexus,RX 350 AWD,2015,Automatic,Gold,Foreign Used,"Lagos, Surulere","₦ 27,500,000"
Lexus,ES 350 FWD,2014,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 23,500,000"
Mercedes-Benz,M Class,2014,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 28,500,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 44,500,000"
Mercedes-Benz,GLK-Class,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 26,500,000"
Toyota,Avalon,2014,Automatic,Silver,Foreign Used,"Lagos, Maryland","₦ 19,700,000"
Mercedes-Benz,E300,2017,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 40,000,000"
Lexus,GX 460,2011,Automatic,Black,Local Used,"Abuja, Garki 1","₦ 25,000,000"
Lexus,ES 350,2009,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,500,000"
Mercedes-Benz,M Class 2014,Off,Automatic,white,Foreign Used,"Lagos, Apapa","₦ 28,000,000"
Lexus,RX 350 AWD,2009,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 12,800,000"
Mercedes-Benz,GLK-Class,2015,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 25,000,000"
Toyota,4-Runner,2015,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 50,000,000"
Toyota,Sequoia,2008,Automatic,Brown,Foreign Used,"Lagos, Maryland","₦ 23,000,000"
Mercedes-Benz,M Class ML 350 4Matic,2012,Automatic,Black,Foreign Used,"Lagos, Isolo","₦ 24,500,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2013,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 21,300,000"
Toyota,Tacoma,2023,Automatic,Red,Foreign Used,"Lagos, Amuwo-Odofin","₦ 70,000,000"
Toyota,Camry,2010,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 10,300,000"
Toyota,Tacoma,2015,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 18,500,000"
Mercedes-Benz,GLA-Class,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 27,000,000"
Lexus,RX 350 AWD,2016,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 47,000,000"
Toyota,Avalon,2013,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 20,000,000"
Toyota,Highlander Limited AWD,2020,Automatic,Gray,Foreign Used,"Lagos, Ajah","₦ 67,000,000"
Lexus,ES 350,2011,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 16,500,000"
Lexus,GX 470 Sport Utility,2008,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 15,550,000"
Mercedes-Benz,M Class,2014,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 29,500,000"
Toyota,Avalon,2013,Automatic,Gray,Foreign Used,"Lagos, Surulere","₦ 21,500,000"
Lexus,ES 350 FWD,2014,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 23,500,000"
Toyota,4-Runner SR5 2WD,2011,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 30,000,000"
Land,Rover Range Rover HSE SWB,2020,Automatic,Silver,Foreign Used,"Lagos, Lekki","₦ 115,000,000"
Toyota,Sienna,2005,Automatic,White,Local Used,"Lagos, Amuwo-Odofin","₦ 5,200,000"
Mercedes-Benz,M Class ML 350 4Matic,2012,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 28,000,000"
New,Lexus GX 550 Overtrail,2024,Automatic,Blue,Brand New,"Lagos, Surulere","₦ 250,000,000"
Lexus,NX,2016,Automatic,Gray,Foreign Used,"Lagos, Lekki","₦ 42,000,000"
Mercedes-Benz,GLE43,2017,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 82,000,000"
Acura,MDX,2012,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 10,350,000"
Toyota,Highlander,2016,Automatic,White,Foreign Used,"Lagos, Maryland","₦ 31,000,000"
Land,Rover Range Rover Velar P380 SE R-Dynamic 4x4,2018,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 70,000,000"
Mercedes-Benz,M Class ML 350 4Matic,2013,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 25,000,000"
Toyota,Tacoma Limited,2018,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 37,000,000"
Lexus,GX,2012,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 27,500,000"
Lexus,IS,2010,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 10,500,000"
Mercedes-Benz,GLC-Class,2018,Automatic,Black,Foreign Used,"Lagos, Surulere","₦ 41,500,000"
Lexus,RX,2024,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 112,000,000"
Toyota,Highlander Limited,2021,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 65,000,000"
Honda,Accord Crosstour EX-L AWD,2014,Automatic,Black,Foreign Used,"Lagos, Ogba","₦ 16,000,000"
Toyota,Camry,2013,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 14,500,000"
Mercedes-Benz,GLK-Class 350 SUV,2013,Automatic,Blue,Foreign Used,"Lagos, Ojodu","₦ 22,000,000"
Lexus,RX 330 AWD,2006,Automatic,Green,Foreign Used,"Lagos, Apapa","₦ 13,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2013,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 24,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2012,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 16,000,000"
Lexus,GX 460,2010,Automatic,Silver,Foreign Used,"Lagos, Maryland","₦ 34,500,000"
Mercedes-Benz,C300,2011,Automatic,Red,Local Used,"Lagos, Surulere","₦ 10,800,000"
Honda,Accord Crosstour EX-L AWD,2014,Automatic,Black,Foreign Used,"Lagos, Ogba","₦ 16,000,000"
Toyota,Tacoma,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 16,900,000"
Toyota,Highlander Limited 3.5l 4WD,2013,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 18,500,000"
Mercedes-Benz,M Class,2015,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 31,500,000"
New,Lexus GX 550 Overtrail,2024,Automatic,Blue,Brand New,"Lagos, Surulere","₦ 250,000,000"
Toyota,Camry,2010,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 9,680,000"
Lexus,GX 460,2010,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 34,500,000"
Mercedes-Benz,M Class,2010,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 13,500,000"
Mercedes-Benz,GLE-Class GLE 350,2021,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 110,000,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 55,000,000"
Toyota,Camry,2012,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 13,500,000"
Toyota,Tundra,2017,Automatic,Brown,Foreign Used,"Lagos, Amuwo-Odofin","₦ 42,000,000"
Mercedes-Benz,GLC-Class,2016,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 43,500,000"
Lexus,ES 350,2012,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 15,500,000"
Lexus,RX 350,2010,Automatic,Black,Foreign Used,"Lagos, Maryland","₦ 23,000,000"
Toyota,Sienna,2006,Automatic,Gold,Local Used,"Abuja, Gaduwa","₦ 6,700,000"
New,Toyota Hilux,2024,Automatic,Black,Brand New,"Abuja, Wuse 2","₦ 120,000,000"
Toyota,Camry,2010,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 11,700,000"
Lexus,,RX,Automatic,2014,Foreign Used,"Lagos, Amuwo-Odofin","₦ 31,000,000"
Lexus,RX 350 AWD,2017,Automatic,Gold,Foreign Used,"Lagos, Apapa","₦ 57,000,000"
Toyota,RAV4 Limited V6,2008,Automatic,Blue,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,500,000"
Toyota,Highlander,2015,Automatic,Blue,Foreign Used,"Lagos, Maryland","₦ 29,000,000"
Toyota,Camry SE,2021,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 30,000,000"
Toyota,Highlander Limited,2010,Automatic,Gray,Foreign Used,"Abuja, Kubwa","₦ 15,000,000"
Mercedes-Benz,GLA-Class,2017,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 33,000,000"
Lexus,RX 350,2011,Automatic,Red,Foreign Used,"Lagos, Ikeja","₦ 22,000,000"
Mercedes-Benz,GLA 250,2016,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 32,000,000"
Lexus,RX 350 AWD,2013,Automatic,Red,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,500,000"
Mercedes-Benz,M Class,2014,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 35,000,000"
Lexus,GX 460,2011,Automatic,White,Foreign Used,"Lagos, Maryland","₦ 37,000,000"
Lexus,RX,2006,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 12,000,000"
New,Toyota Hilux,2024,Automatic,Black,Brand New,"Abuja, Wuse 2","₦ 120,000,000"
Toyota,Tacoma,2013,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 21,000,000"
Lexus,RX 350,2017,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 44,500,000"
Mercedes-Benz,GLK-Class,2015,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 26,500,000"
Toyota,RAV4 3.5 4x4,2011,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 13,800,000"
Toyota,Highlander Limited,2008,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 13,000,000"
Toyota,RAV4 LE AWD (2.5L 4cyl 6A),2017,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 28,500,000"
Toyota,Highlander,2016,Automatic,White,Foreign Used,"Lagos, Isolo","₦ 28,000,000"
Mercedes-Benz,E300,2017,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 45,900,000"
Mercedes-Benz,M Class,2014,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 28,000,000"
Lexus,ES 350,2009,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 12,500,000"
Lexus,ES 350,2012,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 14,500,000"
Toyota,Tacoma,2010,Automatic,Green,Foreign Used,"Lagos, Apapa","₦ 17,800,000"
Toyota,RAV4,2013,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 23,500,000"
Land,Rover Range Rover Evoque,2015,Automatic,White,Foreign Used,"Lagos, Lekki","₦ 25,600,000"
Ford,Edge,2013,Automatic,White,Foreign Used,"Lagos, Ogba","₦ 9,800,000"
Lexus,RX,2017,Automatic,Silver,Foreign Used,"Lagos, Surulere","₦ 47,000,000"
Acura,MDX,2014,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,000,000"
Toyota,Camry,2014,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 13,000,000"
Lexus,RX 350L 4WD,2021,Automatic,Teal,Foreign Used,"Lagos, Apapa","₦ 69,500,000"
Toyota,RAV4,2014,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 23,500,000"
Toyota,Highlander XLE,2021,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 68,000,000"
Land,Rover Range Rover 5.0L Supercharged,2015,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 46,500,000"
Toyota,Corolla,2015,Automatic,Black,Local Used,"Lagos, Ajah","₦ 14,000,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 42,000,000"
Lexus,RX 350 F SPORT AWD,2013,Automatic,Black,Foreign Used,"Lagos, Isolo","₦ 32,000,000"
Toyota,Sienna XLE AWD 7-Passenger,2013,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 20,000,000"
Lexus,RX 350,2014,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 27,500,000"
Toyota,Highlander,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 26,500,000"
Lexus,GX 460,2011,Automatic,Red,Foreign Used,"Lagos, Maryland","₦ 36,000,000"
Toyota,Highlander V6,2009,Automatic,Black,Foreign Used,"Abuja, Garki 1","₦ 16,000,000"
Toyota,Tundra,2008,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,000,000"
Mercedes-Benz,M Class ML 350 4Matic,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2012,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 17,000,000"
Mercedes-Benz,M Class,2015,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 27,000,000"
Lexus,RX,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,500,000"
Mercedes-Benz,GLK-Class,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,000,000"
Mercedes-Benz,GLC-Class,2018,Automatic,Blue,Foreign Used,"Lagos, Ikotun/Igando","₦ 47,000,000"
Mercedes-Benz,GLE-Class GLE 350d 4MATIC,2017,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 35,500,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 58,000,000"
Toyota,Venza,2015,Automatic,Blue,Foreign Used,"Abuja, Jahi","₦ 25,500,000"
Toyota,Tacoma Limited,2018,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 35,500,000"
Mercedes-Benz,M Class,2014,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 28,000,000"
Toyota,Camry,2014,Automatic,Green,Foreign Used,"Lagos, Agege","₦ 17,500,000"
Mercedes-Benz,GLC-Class,2021,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 140,000,000"
Lexus,RX,2015,Automatic,Brown,Foreign Used,"Lagos, Shomolu","₦ 25,000,000"
Land,Rover Range Rover,2019,Automatic,White,Foreign Used,"Lagos, Lekki","₦ 110,000,000"
Lexus,RX 350,2014,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 22,500,000"
Toyota,Corolla,2020,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 19,500,000"
Lexus,RX,2008,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 12,500,000"
Lexus,RX,2024,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 112,000,000"
Toyota,Camry,2012,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 12,800,000"
Toyota,Camry,2013,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,000,000"
Lexus,ES 350 FWD,2014,Automatic,Silver,Foreign Used,"Lagos, Agege","₦ 18,500,000"
New,Toyota Hilux,2024,Automatic,Black,Brand New,"Abuja, Wuse 2","₦ 120,000,000"
Toyota,Tundra,2018,Automatic,Brown,Foreign Used,"Lagos, Apapa","₦ 34,800,000"
Lexus,ES 350,2007,Automatic,Red,Foreign Used,"Lagos, Agege","₦ 12,800,000"
Lexus,RX,2017,Automatic,Blue,Foreign Used,"Lagos, Ikeja","₦ 44,200,000"
Toyota,Highlander,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 26,500,000"
Mercedes-Benz,C300,2012,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 16,000,000"
Toyota,Land Cruiser Prado 4.0,2021,Automatic,Black,Foreign Used,"Abuja, Central Business District","₦ 70,000,000"
Toyota,Camry,2014,Automatic,Silver,Foreign Used,"Abuja, Utako","₦ 15,200,000"
Toyota,Camry,2013,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,800,000"
Ford,Maverick,2024,Automatic,Blue,Foreign Used,"Lagos, Ikeja","₦ 60,000,000"
Lexus,RX 350,2014,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 28,000,000"
Mercedes-Benz,GLA 250,2016,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Lexus,ES 350,2008,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,700,000"
Toyota,Corolla,2010,Automatic,Red,Foreign Used,"Lagos, Amuwo-Odofin","₦ 13,500,000"
Toyota,Camry,2017,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 15,500,000"
Mercedes-Benz,M Class ML 350 4Matic,2013,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 25,000,000"
Toyota,RAV4 3.5 4x4,2011,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 13,800,000"
Mercedes-Benz,GLE-Class,2017,Automatic,Black,Foreign Used,"Lagos, Agege","₦ 35,500,000"
Lexus,RX 350,2014,Automatic,Silver,Foreign Used,"Lagos, Ogba","₦ 27,000,000"
Toyota,RAV4,2017,Automatic,Red,Foreign Used,"Lagos, Amuwo-Odofin","₦ 28,500,000"
Rover,214,2013,Automatic,Black,Local Used,"Lagos, Lekki","₦ 37,000,000"
Lexus,ES 350 FWD,2015,Automatic,Red,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,000,000"
Toyota,Venza,2014,Automatic,White,Foreign Used,"Abuja, Garki 2","₦ 22,500,000"
Toyota,FJ Cruiser,2006,Automatic,Blue,Local Used,"Lagos, Amuwo-Odofin","₦ 8,500,000"
Mercedes-Benz,GLA-Class,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 25,500,000"
Toyota,Alphard,2020,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 70,000,000"
Toyota,4-Runner Limited V6,2007,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 16,500,000"
Lexus,ES 350,2008,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 12,500,000"
Toyota,Camry,2016,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 19,500,000"
Toyota,Corolla SE,2023,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 32,000,000"
Toyota,Camry,2014,Automatic,Silver,Foreign Used,"Abuja, Utako","₦ 15,200,000"
Lexus,RX,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,500,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2012,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 19,500,000"
Lexus,RX 350,2010,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 19,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2013,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 25,500,000"
Mercedes-Benz,C300,2012,Automatic,Gray,Foreign Used,"Lagos, Agege","₦ 14,500,000"
Mercedes-Benz,GLA-Class,2016,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
New,Toyota Fortuner 2.7 AWD,2023,Automatic,Black,Brand New,"Lagos, Surulere","₦ 75,000,000"
Mercedes-Benz,GLC-Class,2016,Automatic,Blue,Foreign Used,"Lagos, Agege","₦ 40,000,000"
Mercedes-Benz,CLA-Class CLA 250 4MATIC Sedan,2016,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 25,000,000"
New,Lexus GX 550 Overtrail,2024,Automatic,Blue,Brand New,"Lagos, Surulere","₦ 250,000,000"
Lexus,RX 350,2011,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 32,000,000"
Toyota,RAV4 Limited V6,2008,Automatic,Blue,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,500,000"
Rover,214,2013,Automatic,Black,Local Used,"Lagos, Lekki","₦ 37,000,000"
Toyota,Camry,2014,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 15,850,000"
Toyota,Venza,2014,Automatic,White,Foreign Used,"Abuja, Garki 2","₦ 22,500,000"
Mercedes-Benz,GLE-Class GLE 450 4MATIC,2023,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 165,000,000"
Toyota,Tundra,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 36,000,000"
Mercedes-Benz,C43,2017,Automatic,Blue,Foreign Used,"Lagos, Lekki","₦ 54,500,000"
Mercedes-Benz,M Class,2015,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 33,500,000"
Mercedes-Benz,GLA 250,2016,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Mercedes-Benz,C350 C 350 4MATIC AWD,2014,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 15,500,000"
Toyota,Corolla SE,2023,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 32,000,000"
Toyota,Highlander Limited,2010,Automatic,Black,Foreign Used,"Lagos, Magodo","₦ 16,000,000"
Toyota,Avalon,2008,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 8,000,000"
Lexus,GX 460,2010,Automatic,Gray,Local Used,"Lagos, Amuwo-Odofin","₦ 35,000,000"
Lexus,ES 350,2009,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,500,000"
Toyota,Tundra,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 33,500,000"
Toyota,Tacoma Limited,2017,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 36,000,000"
Toyota,Highlander Limited V6 4x4,2004,Automatic,Gold,Foreign Used,"Lagos, Apapa","₦ 12,000,000"
Mercedes-Benz,GLK-Class 350,2010,Automatic,Blue,Foreign Used,"Abuja, Kubwa","₦ 18,000,000"
Toyota,Corolla,2015,Automatic,Black,Local Used,"Lagos, Ajah","₦ 14,000,000"
Toyota,Tundra,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Mercedes-Benz,M Class ML 550 4Matic,2012,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 25,800,000"
Mercedes-Benz,GLE-Class,2017,Automatic,Black,Foreign Used,"Lagos, Agege","₦ 35,500,000"
Mercedes-Benz,M Class,2014,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 26,500,000"
Toyota,Tundra,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 36,000,000"
Toyota,Avalon,2015,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 19,500,000"
Toyota,Camry,2014,Automatic,Silver,Foreign Used,"Abuja, Utako","₦ 15,200,000"
Toyota,Camry,2014,Automatic,Green,Foreign Used,"Lagos, Ikeja","₦ 14,500,000"
